AVGACURATE,LIGHTVEH,AVGSPEED,LONGVEH,REC_TIME,HUGEVEH,MIDVEH,AVGHEADDIST,MINIVEH,AVGFLOW
12.4,0,89.1,2657,"07-11月-20 12.00.00.000000000 上午",0,1767,0,11495,15919
19.5,0,84.9,5134,"08-11月-20 12.00.00.000000000 上午",0,3243,0,20125,28502
12.9,0,83.6,1943,"10-11月-20 12.00.00.000000000 上午",0,1207,0,8781,11931
46.2,0,35.6,5417,"23-7月 -20 12.00.00.000000000 上午",0,2241,0,29208,36866
49.3,0,36.9,5564,"24-7月 -20 12.00.00.000000000 上午",0,2300,0,30880,38744
43.8,0,47.9,6998,"26-7月 -20 12.00.00.000000000 上午",0,2988,0,37192,47178
40.8,0,51.5,6585,"25-7月 -20 12.00.00.000000000 上午",0,2687,0,33783,43055
44.5,0,25.6,2427,"26-9月 -20 12.00.00.000000000 上午",0,887,0,15567,18881
44.8,0,25.6,2407,"25-9月 -20 12.00.00.000000000 上午",0,878,0,14172,17457
45.4,0,45.4,7032,"27-7月 -20 12.00.00.000000000 上午",0,2925,0,35892,45849
48.6,0,38.8,6034,"28-7月 -20 12.00.00.000000000 上午",0,2457,0,32083,40574
32.8,0,32.8,2878,"07-8月 -20 12.00.00.000000000 上午",0,1115,0,13697,17690
36.6,0,43.1,4681,"09-8月 -20 12.00.00.000000000 上午",0,1889,0,23665,30235
38.4,0,25.5,2174,"06-8月 -20 12.00.00.000000000 上午",0,752,0,10706,13632
33.7,0,41.9,3632,"08-8月 -20 12.00.00.000000000 上午",0,1563,0,17985,23180
37.3,0,52.8,4951,"10-8月 -20 12.00.00.000000000 上午",0,2012,0,24759,31722
31.1,0,29,1768,"05-9月 -20 12.00.00.000000000 上午",0,621,0,7481,9870
36,0,33,2821,"06-9月 -20 12.00.00.000000000 上午",0,1072,0,15404,19297
39,0,33.5,2956,"07-9月 -20 12.00.00.000000000 上午",0,1094,0,14360,18410
37.9,0,28.2,2052,"08-9月 -20 12.00.00.000000000 上午",0,767,0,9707,12526
37.4,0,37.6,2710,"02-9月 -20 12.00.00.000000000 上午",0,1083,0,14105,17898
34.9,0,34.9,2918,"04-9月 -20 12.00.00.000000000 上午",0,1052,0,13937,17907
37.7,0,20.5,1695,"09-9月 -20 12.00.00.000000000 上午",0,635,0,8088,10418
36,0,33.3,2637,"03-9月 -20 12.00.00.000000000 上午",0,1039,0,13167,16843
58,0,20.2,1270,"09-10月-20 12.00.00.000000000 上午",0,449,0,9910,11629
47.5,0,38.7,6251,"17-7月 -20 12.00.00.000000000 上午",0,2633,0,32789,41673
43,0,45.5,7195,"18-7月 -20 12.00.00.000000000 上午",0,2803,0,35857,45855
44.2,0,44.7,7140,"19-7月 -20 12.00.00.000000000 上午",0,2784,0,36758,46682
47.2,0,28.7,3520,"22-7月 -20 12.00.00.000000000 上午",0,1432,0,19880,24832
42.2,0,45.7,8059,"09-7月 -20 12.00.00.000000000 上午",0,3103,0,37785,48947
39.8,0,53.3,8246,"06-7月 -20 12.00.00.000000000 上午",0,3202,0,36988,48436
37.2,0,54.8,7890,"05-7月 -20 12.00.00.000000000 上午",0,3035,0,34178,45103
43.2,0,44.9,5977,"14-7月 -20 12.00.00.000000000 上午",0,2428,0,32531,40936
39.2,0,38.2,3605,"31-7月 -20 12.00.00.000000000 上午",0,1322,0,18420,23347
41.1,0,29.4,2902,"02-8月 -20 12.00.00.000000000 上午",0,1075,0,15133,19110
48.2,0,25.3,2418,"29-7月 -20 12.00.00.000000000 上午",0,894,0,14551,17863
43.4,0,23.5,2507,"30-7月 -20 12.00.00.000000000 上午",0,989,0,15386,18882
46.5,0,29.5,2855,"01-8月 -20 12.00.00.000000000 上午",0,1073,0,15810,19738
38.2,0,26.2,1974,"13-9月 -20 12.00.00.000000000 上午",0,681,0,9703,12358
38.3,0,27.2,2669,"16-9月 -20 12.00.00.000000000 上午",0,1031,0,14321,18021
41.8,0,25.2,2103,"17-9月 -20 12.00.00.000000000 上午",0,750,0,12522,15375
37.2,0,28.1,2209,"10-9月 -20 12.00.00.000000000 上午",0,885,0,12952,16046
39.8,0,17.3,1250,"15-9月 -20 12.00.00.000000000 上午",0,405,0,6246,7901
37.8,0,36.2,2876,"11-9月 -20 12.00.00.000000000 上午",0,1116,0,16134,20126
40.2,0,32.3,2724,"12-9月 -20 12.00.00.000000000 上午",0,945,0,13414,17083
36.5,0,27.8,2218,"14-9月 -20 12.00.00.000000000 上午",0,861,0,11537,14616
36.3,0,62.7,5725,"24-6月 -20 12.00.00.000000000 上午",0,2267,0,22740,30732
35.4,0,66.6,10711,"25-6月 -20 12.00.00.000000000 上午",0,4168,0,41981,56860
36.2,0,64,10304,"26-6月 -20 12.00.00.000000000 上午",0,4003,0,41847,56154
33.7,0,68.6,10133,"27-6月 -20 12.00.00.000000000 上午",0,4183,0,42742,57058
36,0,65.5,9225,"28-6月 -20 12.00.00.000000000 上午",0,3617,0,37656,50498
43,0,24.7,2202,"22-9月 -20 12.00.00.000000000 上午",0,830,0,13021,16053
36.9,0,32,2708,"23-9月 -20 12.00.00.000000000 上午",0,1034,0,13103,16845
44.1,0,22.2,2045,"24-9月 -20 12.00.00.000000000 上午",0,693,0,11897,14635
1.6,641,102.4,586,"22-8月 -18 12.00.00.000000000 上午",450,792,0,5275,7744
1.4,583,104.5,604,"24-8月 -18 12.00.00.000000000 上午",469,732,0,5179,7567
1.4,688,101.5,450,"28-8月 -18 12.00.00.000000000 上午",336,689,0,4752,6915
1.6,635,105.7,757,"05-9月 -18 12.00.00.000000000 上午",478,783,0,4725,7378
1.3,449,105.7,448,"09-9月 -18 12.00.00.000000000 上午",339,600,0,3919,5755
2.2,697,100.9,947,"19-9月 -18 12.00.00.000000000 上午",592,840,0,4883,7959
6.8,909,71.8,1632,"11-10月-18 12.00.00.000000000 上午",1046,1008,0,6195,10790
8.3,453,66.8,1596,"13-10月-18 12.00.00.000000000 上午",444,584,0,3545,6622
3.3,411,87.5,446,"18-10月-18 12.00.00.000000000 上午",329,402,0,2437,4025
10.4,788,60.3,2869,"25-10月-18 12.00.00.000000000 上午",638,898,0,6434,11627
14.7,0,83.6,2074,"12-11月-20 12.00.00.000000000 上午",0,1320,0,9496,12890
15.4,0,82.9,2596,"13-11月-20 12.00.00.000000000 上午",0,1455,0,11080,15131
17.1,0,78,2702,"14-11月-20 12.00.00.000000000 上午",0,1499,0,11037,15238
10.9,0,82.2,1415,"15-11月-20 12.00.00.000000000 上午",0,782,0,6381,8578
2,468,93.9,684,"29-11月-18 12.00.00.000000000 上午",389,657,0,3291,5489
2.2,721,102.7,741,"23-12月-18 12.00.00.000000000 上午",459,846,0,6317,9084
21,403,38,1702,"25-12月-18 12.00.00.000000000 上午",1751,576,0,5323,9755
0.5,5,81.2,6,"27-12月-18 12.00.00.000000000 上午",39,11,0,1745,1806
2.4,985,103.2,1063,"02-1月 -19 12.00.00.000000000 上午",780,1323,0,7365,11516
1.6,565,95.9,559,"06-1月 -19 12.00.00.000000000 上午",451,709,0,5968,8252
4.3,679,92.2,778,"09-1月 -19 12.00.00.000000000 上午",438,776,0,5115,7786
2.9,118,80.2,179,"31-1月 -19 12.00.00.000000000 上午",88,135,0,1108,1628
5.1,100,74.3,474,"09-2月 -19 12.00.00.000000000 上午",142,124,0,1573,2413
1.9,267,87.9,319,"19-2月 -19 12.00.00.000000000 上午",214,350,0,1385,2535
0.4,7,81,3,"25-2月 -19 12.00.00.000000000 上午",13,2,0,1956,1981
0.1,2,14.5,1,"10-3月 -19 12.00.00.000000000 上午",0,3,0,6,12
2.2,363,83.6,369,"13-3月 -19 12.00.00.000000000 上午",316,516,0,1408,2972
2.3,439,89.2,515,"15-3月 -19 12.00.00.000000000 上午",425,690,0,1918,3987
1.9,317,79.5,313,"17-3月 -19 12.00.00.000000000 上午",237,481,0,1561,2909
0.8,62,58.6,48,"23-3月 -19 12.00.00.000000000 上午",30,68,0,229,437
3.3,458,83.9,462,"02-4月 -19 12.00.00.000000000 上午",337,638,0,1952,3847
3,537,91.8,583,"11-4月 -19 12.00.00.000000000 上午",420,821,0,2437,4798
2.3,385,87.4,471,"12-4月 -19 12.00.00.000000000 上午",328,528,0,1780,3492
1,201,85.7,177,"20-4月 -19 12.00.00.000000000 上午",180,314,0,844,1716
2.8,608,91.2,614,"21-4月 -19 12.00.00.000000000 上午",426,787,0,2719,5154
2.4,577,93.6,632,"22-4月 -19 12.00.00.000000000 上午",435,809,0,2572,5025
1.4,340,79.9,392,"23-4月 -19 12.00.00.000000000 上午",276,483,0,1495,2986
0.2,3,19.5,2,"08-5月 -19 12.00.00.000000000 上午",2,4,0,8,19
0.9,195,63.1,175,"09-5月 -19 12.00.00.000000000 上午",177,325,0,834,1706
1.5,376,99.8,395,"10-5月 -19 12.00.00.000000000 上午",353,652,0,1834,3610
2.2,118,72.5,138,"22-5月 -19 12.00.00.000000000 上午",82,179,0,542,1059
1.7,421,99.2,412,"25-5月 -19 12.00.00.000000000 上午",334,595,0,1721,3483
1.2,223,96.4,193,"02-6月 -19 12.00.00.000000000 上午",198,349,0,783,1746
1.7,226,94.3,295,"03-6月 -19 12.00.00.000000000 上午",199,319,0,944,1983
1.6,384,91.2,374,"10-6月 -19 12.00.00.000000000 上午",280,548,0,1467,3053
1.7,262,94,333,"11-6月 -19 12.00.00.000000000 上午",222,343,0,1411,2571
1.2,229,99.9,202,"16-6月 -19 12.00.00.000000000 上午",186,308,0,933,1858
1.4,374,99.6,332,"17-6月 -19 12.00.00.000000000 上午",266,485,0,1522,2979
1.2,277,97,221,"22-6月 -19 12.00.00.000000000 上午",239,407,0,995,2139
1.6,392,94.9,328,"27-6月 -19 12.00.00.000000000 上午",307,556,0,1338,2921
1.2,203,79,179,"18-7月 -19 12.00.00.000000000 上午",167,327,0,894,1770
1.7,289,92.8,263,"24-7月 -19 12.00.00.000000000 上午",202,392,0,1071,2217
1.5,198,96.2,141,"26-7月 -19 12.00.00.000000000 上午",161,288,0,800,1588
4.4,173,90,79,"20-8月 -19 12.00.00.000000000 上午",103,253,0,733,1341
1.2,229,96.2,122,"27-8月 -19 12.00.00.000000000 上午",144,285,0,893,1673
0.6,71,55.6,32,"15-9月 -19 12.00.00.000000000 上午",46,99,0,375,623
1.4,708,105,550,"15-7月 -18 12.00.00.000000000 上午",433,861,0,7037,9589
1.9,741,102.6,660,"16-7月 -18 12.00.00.000000000 上午",566,841,0,5766,8574
1.7,622,100.1,506,"03-8月 -18 12.00.00.000000000 上午",431,733,0,6515,8807
1.4,619,105.6,519,"11-8月 -18 12.00.00.000000000 上午",453,695,0,5308,7594
3.4,945,96,866,"29-8月 -18 12.00.00.000000000 上午",551,970,0,7719,11051
2.9,692,101.2,811,"03-9月 -18 12.00.00.000000000 上午",514,810,0,4535,7362
1.8,406,106.4,503,"14-9月 -18 12.00.00.000000000 上午",322,473,0,3332,5036
21,1274,47.1,4924,"07-10月-18 12.00.00.000000000 上午",1184,1386,0,8647,17415
1.8,331,81,339,"15-10月-18 12.00.00.000000000 上午",232,386,0,2214,3502
2.4,562,74.7,762,"16-10月-18 12.00.00.000000000 上午",456,693,0,3838,6311
0.5,19,46.3,20,"20-10月-18 12.00.00.000000000 上午",19,37,0,149,244
0.3,15,51.3,23,"21-10月-18 12.00.00.000000000 上午",9,16,0,112,175
2.4,693,96,943,"23-10月-18 12.00.00.000000000 上午",556,922,0,5196,8310
18.3,1576,50.3,5044,"05-11月-18 12.00.00.000000000 上午",2048,1914,0,11532,22114
1.6,90,78.2,55,"23-11月-18 12.00.00.000000000 上午",19,101,0,939,1204
0.7,116,86.3,91,"25-11月-18 12.00.00.000000000 上午",106,173,0,2103,2589
3.3,740,95.2,963,"26-11月-18 12.00.00.000000000 上午",509,884,0,4447,7543
1.6,347,89.8,412,"01-12月-18 12.00.00.000000000 上午",280,492,0,3314,4845
21.4,2784,52,8367,"11-12月-18 12.00.00.000000000 上午",2678,2890,0,21567,38286
20.4,2145,49.4,6745,"17-12月-18 12.00.00.000000000 上午",2559,2462,0,20388,34299
25.4,1572,46.2,7332,"18-12月-18 12.00.00.000000000 上午",2227,2011,0,11372,24514
0,0,0,0,"30-12月-18 12.00.00.000000000 上午",0,0,0,0,0
1.6,60,83.3,161,"17-1月 -19 12.00.00.000000000 上午",66,88,0,4158,4533
8.4,231,58.1,1310,"19-1月 -19 12.00.00.000000000 上午",389,289,0,4206,6425
3,310,85.2,318,"29-1月 -19 12.00.00.000000000 上午",201,345,0,3546,4720
1.5,45,65.4,103,"05-2月 -19 12.00.00.000000000 上午",36,65,0,750,999
2.7,121,65.4,177,"14-2月 -19 12.00.00.000000000 上午",121,168,0,1141,1728
0.6,89,67.7,101,"16-2月 -19 12.00.00.000000000 上午",86,145,0,1069,1490
0.8,96,84.4,112,"17-2月 -19 12.00.00.000000000 上午",74,138,0,1634,2054
2.8,359,85.4,389,"27-2月 -19 12.00.00.000000000 上午",294,525,0,1431,2998
14.6,1085,49.3,3115,"05-3月 -19 12.00.00.000000000 上午",1758,1322,0,7433,14713
2.1,473,93.8,474,"22-3月 -19 12.00.00.000000000 上午",416,780,0,1789,3932
3.3,516,87.6,555,"01-4月 -19 12.00.00.000000000 上午",398,673,0,2085,4227
1,387,56.2,334,"17-4月 -19 12.00.00.000000000 上午",312,587,0,1601,3221
2,541,94.7,648,"18-4月 -19 12.00.00.000000000 上午",449,841,0,2296,4775
4.8,237,85.6,258,"27-4月 -19 12.00.00.000000000 上午",183,356,0,1066,2100
0.9,211,102.6,202,"11-5月 -19 12.00.00.000000000 上午",207,318,0,1144,2082
1.4,356,72.6,450,"13-5月 -19 12.00.00.000000000 上午",268,496,0,1603,3173
1.2,297,79.4,277,"17-5月 -19 12.00.00.000000000 上午",190,413,0,1429,2606
1.2,297,101.2,272,"19-5月 -19 12.00.00.000000000 上午",261,484,0,1608,2922
1.8,545,96.3,474,"23-5月 -19 12.00.00.000000000 上午",368,666,0,2069,4122
1.7,377,94.7,342,"27-5月 -19 12.00.00.000000000 上午",294,553,0,1532,3098
1.6,240,95.7,278,"14-6月 -19 12.00.00.000000000 上午",168,341,0,1027,2054
1.5,397,96.1,324,"19-6月 -19 12.00.00.000000000 上午",307,565,0,1373,2966
1.4,318,92.7,236,"02-7月 -19 12.00.00.000000000 上午",229,490,0,1169,2442
1.3,290,92,246,"12-7月 -19 12.00.00.000000000 上午",213,465,0,1130,2344
0.8,195,62.9,122,"20-7月 -19 12.00.00.000000000 上午",148,298,0,591,1354
1.2,263,94.9,165,"25-7月 -19 12.00.00.000000000 上午",148,261,0,874,1711
0,0,9.7,0,"01-8月 -19 12.00.00.000000000 上午",0,0,0,4,4
1,122,96.5,88,"04-8月 -19 12.00.00.000000000 上午",88,199,0,529,1026
1,185,93.2,104,"21-8月 -19 12.00.00.000000000 上午",97,233,0,708,1327
2.5,138,75.5,103,"03-9月 -19 12.00.00.000000000 上午",91,169,0,570,1071
37.6,0,47.7,6162,"04-7月 -20 12.00.00.000000000 上午",0,2390,0,28074,36626
37.8,0,61.1,7225,"29-6月 -20 12.00.00.000000000 上午",0,2913,0,31840,41978
35.2,0,52.5,6503,"30-6月 -20 12.00.00.000000000 上午",0,2503,0,27880,36886
32.6,0,42.7,3116,"01-7月 -20 12.00.00.000000000 上午",0,1070,0,12627,16813
42.7,0,30.8,3932,"02-7月 -20 12.00.00.000000000 上午",0,1587,0,18395,23914
38.1,0,50.5,5433,"03-7月 -20 12.00.00.000000000 上午",0,2184,0,24342,31959
41.3,0,47.6,7063,"07-7月 -20 12.00.00.000000000 上午",0,2731,0,33415,43209
40.9,0,48.7,7698,"08-7月 -20 12.00.00.000000000 上午",0,3030,0,37206,47934
45.7,0,40.3,6518,"15-7月 -20 12.00.00.000000000 上午",0,2603,0,33523,42644
42.9,0,46.3,7122,"12-7月 -20 12.00.00.000000000 上午",0,2994,0,36288,46404
43.3,0,41.5,5568,"13-7月 -20 12.00.00.000000000 上午",0,2294,0,29592,37454
40,0,53.6,8663,"16-7月 -20 12.00.00.000000000 上午",0,3470,0,38788,50921
46.7,0,39.9,5901,"20-7月 -20 12.00.00.000000000 上午",0,2391,0,30929,39221
50,0,30,4279,"21-7月 -20 12.00.00.000000000 上午",0,1755,0,23678,29712
43.9,0,43,7738,"10-7月 -20 12.00.00.000000000 上午",0,2844,0,34927,45509
3.1,0,99.2,315,"11-3月 -21 12.00.00.000000000 上午",0,400,0,3835,4550
4.6,0,85.4,595,"12-3月 -21 12.00.00.000000000 上午",0,546,0,4812,5953
5,0,93.6,649,"14-3月 -21 12.00.00.000000000 上午",0,611,0,4987,6247
5.6,0,92.8,804,"15-3月 -21 12.00.00.000000000 上午",0,670,0,5511,6985
7.5,0,89.5,1419,"18-3月 -21 12.00.00.000000000 上午",0,1201,0,9373,11993
12.4,0,79.2,1642,"04-3月 -21 12.00.00.000000000 上午",0,1322,0,7913,10877
8.8,0,81.6,1169,"05-3月 -21 12.00.00.000000000 上午",0,1057,0,6232,8458
5.7,0,92.7,668,"13-3月 -21 12.00.00.000000000 上午",0,690,0,5756,7114
4.6,0,90.7,695,"17-3月 -21 12.00.00.000000000 上午",0,595,0,5732,7022
6.5,0,87.3,862,"08-3月 -21 12.00.00.000000000 上午",0,799,0,5470,7131
5.2,0,94.7,859,"10-3月 -21 12.00.00.000000000 上午",0,654,0,5184,6697
10.1,0,96.1,2298,"02-3月 -21 12.00.00.000000000 上午",0,1664,0,12090,16052
7.8,0,94.7,1309,"03-3月 -21 12.00.00.000000000 上午",0,1121,0,8213,10643
7.6,0,82.5,849,"06-3月 -21 12.00.00.000000000 上午",0,697,0,4550,6096
6.5,0,80.2,678,"07-3月 -21 12.00.00.000000000 上午",0,627,0,4200,5505
8.3,0,85.8,1342,"09-3月 -21 12.00.00.000000000 上午",0,1134,0,7787,10263
5.8,0,88.3,1091,"16-3月 -21 12.00.00.000000000 上午",0,914,0,6875,8880
6.3,0,91.4,912,"19-3月 -21 12.00.00.000000000 上午",0,809,0,6648,8369
11.1,0,97.6,2661,"21-3月 -21 12.00.00.000000000 上午",0,1953,0,14864,19478
6.6,0,91.8,773,"20-3月 -21 12.00.00.000000000 上午",0,789,0,6870,8432
4.8,0,85.4,572,"04-4月 -21 12.00.00.000000000 上午",0,449,0,2838,3859
6.8,0,89.5,949,"08-4月 -21 12.00.00.000000000 上午",0,1117,0,7278,9344
3.2,0,107.4,437,"24-4月 -21 12.00.00.000000000 上午",0,483,0,5695,6615
3.7,0,100.8,490,"26-4月 -21 12.00.00.000000000 上午",0,579,0,5939,7008
7.7,0,103.9,2141,"20-5月 -21 12.00.00.000000000 上午",0,1672,0,13819,17632
8.7,0,98.5,2005,"22-3月 -21 12.00.00.000000000 上午",0,1762,0,13261,17028
6.8,0,90,1171,"24-3月 -21 12.00.00.000000000 上午",0,1220,0,8765,11156
12.6,0,89.3,2837,"26-3月 -21 12.00.00.000000000 上午",0,2109,0,13591,18537
8.5,0,87.2,1687,"27-3月 -21 12.00.00.000000000 上午",0,1412,0,10201,13300
11.4,0,91.2,2797,"28-3月 -21 12.00.00.000000000 上午",0,2157,0,13403,18357
8,0,89.9,1199,"16-4月 -21 12.00.00.000000000 上午",0,1214,0,8475,10888
5.2,0,95.8,643,"29-4月 -21 12.00.00.000000000 上午",0,794,0,6322,7759
4.4,0,96.1,496,"01-5月 -21 12.00.00.000000000 上午",0,506,0,4952,5954
5.6,0,101.9,887,"10-5月 -21 12.00.00.000000000 上午",0,934,0,7736,9557
8.9,0,101.9,2347,"22-5月 -21 12.00.00.000000000 上午",0,1720,0,14149,18216
5.9,0,102.2,1106,"19-4月 -21 12.00.00.000000000 上午",0,1015,0,8415,10536
6.8,0,98.8,1283,"15-5月 -21 12.00.00.000000000 上午",0,1113,0,9916,12312
6,0,105,1400,"16-5月 -21 12.00.00.000000000 上午",0,1139,0,10315,12854
5.8,0,86.1,703,"23-3月 -21 12.00.00.000000000 上午",0,840,0,5706,7249
11,0,96.7,2715,"31-3月 -21 12.00.00.000000000 上午",0,1737,0,12116,16568
7.6,0,94.3,1314,"02-4月 -21 12.00.00.000000000 上午",0,1130,0,8516,10960
6.3,0,91.6,1108,"06-4月 -21 12.00.00.000000000 上午",0,1046,0,7976,10130
5.2,0,96,672,"12-4月 -21 12.00.00.000000000 上午",0,612,0,5287,6571
9.4,0,98.1,2194,"15-4月 -21 12.00.00.000000000 上午",0,2016,0,14008,18218
5,0,96.9,521,"03-5月 -21 12.00.00.000000000 上午",0,487,0,4705,5713
5,0,95.7,667,"04-5月 -21 12.00.00.000000000 上午",0,613,0,5610,6890
4.4,0,84.8,421,"05-4月 -21 12.00.00.000000000 上午",0,470,0,3418,4309
5.2,0,87.2,299,"17-4月 -21 12.00.00.000000000 上午",0,271,0,1933,2503
3.3,0,101.9,384,"20-4月 -21 12.00.00.000000000 上午",0,388,0,4126,4898
3.2,0,102,305,"21-4月 -21 12.00.00.000000000 上午",0,345,0,3849,4499
3.7,0,100,439,"22-4月 -21 12.00.00.000000000 上午",0,496,0,5308,6243
3.7,0,97,393,"23-4月 -21 12.00.00.000000000 上午",0,471,0,5064,5928
3.4,0,99.4,354,"25-4月 -21 12.00.00.000000000 上午",0,480,0,4851,5685
6.3,0,95.7,1041,"07-5月 -21 12.00.00.000000000 上午",0,1117,0,9589,11747
5,0,102,741,"08-5月 -21 12.00.00.000000000 上午",0,807,0,7707,9255
4.8,0,104,800,"12-5月 -21 12.00.00.000000000 上午",0,852,0,8264,9916
7.6,0,96.7,1386,"14-5月 -21 12.00.00.000000000 上午",0,1384,0,11516,14286
8.6,0,103,2433,"21-5月 -21 12.00.00.000000000 上午",0,1748,0,14262,18443
10.3,0,86.9,2433,"25-3月 -21 12.00.00.000000000 上午",0,1836,0,11139,15408
17.5,0,91.4,5431,"29-3月 -21 12.00.00.000000000 上午",0,3313,0,20277,29021
7.1,0,91.6,896,"10-4月 -21 12.00.00.000000000 上午",0,785,0,5828,7509
5.7,0,95.1,928,"11-4月 -21 12.00.00.000000000 上午",0,1007,0,7266,9201
7.3,0,93.5,1331,"13-4月 -21 12.00.00.000000000 上午",0,1263,0,9484,12078
7.9,0,98.7,611,"18-4月 -21 12.00.00.000000000 上午",0,582,0,4281,5474
5.6,0,90.1,603,"28-4月 -21 12.00.00.000000000 上午",0,757,0,5372,6732
3,0,96.2,263,"30-4月 -21 12.00.00.000000000 上午",0,380,0,4331,4974
5.2,0,89.2,498,"02-5月 -21 12.00.00.000000000 上午",0,594,0,5156,6248
4,0,91.7,412,"05-5月 -21 12.00.00.000000000 上午",0,467,0,4138,5017
4.8,0,102.6,863,"09-5月 -21 12.00.00.000000000 上午",0,831,0,7667,9361
4.2,0,104.6,726,"11-5月 -21 12.00.00.000000000 上午",0,697,0,7108,8531
9.9,0,100.6,2763,"18-5月 -21 12.00.00.000000000 上午",0,2018,0,14570,19351
9.4,0,96.7,2380,"23-5月 -21 12.00.00.000000000 上午",0,1815,0,13393,17588
12.2,0,96.8,3469,"30-3月 -21 12.00.00.000000000 上午",0,2392,0,15551,21412
9.1,0,93.6,2097,"01-4月 -21 12.00.00.000000000 上午",0,1496,0,10321,13914
5.2,0,91,799,"03-4月 -21 12.00.00.000000000 上午",0,762,0,6715,8276
6.8,0,93.7,1112,"07-4月 -21 12.00.00.000000000 上午",0,1154,0,8964,11230
9.2,0,83,1351,"09-4月 -21 12.00.00.000000000 上午",0,1184,0,7447,9982
5.5,0,96.3,858,"14-4月 -21 12.00.00.000000000 上午",0,916,0,7798,9572
5.9,0,85.9,553,"27-4月 -21 12.00.00.000000000 上午",0,635,0,4542,5730
5.8,0,97.9,862,"06-5月 -21 12.00.00.000000000 上午",0,1041,0,9494,11397
5.9,0,101.6,853,"13-5月 -21 12.00.00.000000000 上午",0,1084,0,8682,10619
8.2,0,101.2,2067,"17-5月 -21 12.00.00.000000000 上午",0,1711,0,13091,16869
8.6,0,102.2,2226,"19-5月 -21 12.00.00.000000000 上午",0,1663,0,13140,17029
15.7,0,95.3,4885,"28-5月 -21 12.00.00.000000000 上午",0,2747,0,18614,26246
11,0,97.6,3160,"31-5月 -21 12.00.00.000000000 上午",0,2154,0,15424,20738
12.4,0,100.6,3865,"30-5月 -21 12.00.00.000000000 上午",0,2313,0,16573,22751
10.7,0,87.7,1819,"01-6月 -21 12.00.00.000000000 上午",0,1474,0,9926,13219
12.1,0,87.7,2271,"25-5月 -21 12.00.00.000000000 上午",0,1870,0,12686,16827
15.4,0,94.4,4830,"27-5月 -21 12.00.00.000000000 上午",0,2734,0,18170,25734
12.2,0,99.1,3562,"29-5月 -21 12.00.00.000000000 上午",0,2131,0,16763,22456
10.3,0,95.4,2317,"24-5月 -21 12.00.00.000000000 上午",0,1910,0,13909,18136
10.9,0,94.4,3144,"26-5月 -21 12.00.00.000000000 上午",0,1835,0,13063,18042
6.4,0,83.7,719,"24-6月 -21 12.00.00.000000000 上午",0,708,0,4522,5949
10.9,0,96.6,2676,"21-6月 -21 12.00.00.000000000 上午",0,2064,0,14185,18925
14,0,92.6,3215,"07-7月 -21 12.00.00.000000000 上午",0,2228,0,15064,20507
10,0,93.5,2060,"26-6月 -21 12.00.00.000000000 上午",0,1507,0,11034,14601
8.4,0,88.2,1288,"23-6月 -21 12.00.00.000000000 上午",0,1103,0,8345,10736
8,0,100.5,1846,"27-6月 -21 12.00.00.000000000 上午",0,1422,0,11629,14897
8.6,0,94.8,858,"28-6月 -21 12.00.00.000000000 上午",0,720,0,5345,6923
12.8,0,100.3,3411,"02-7月 -21 12.00.00.000000000 上午",0,2174,0,15908,21493
16.3,0,94.9,4913,"03-7月 -21 12.00.00.000000000 上午",0,2932,0,19686,27531
12.5,0,84.8,2077,"06-7月 -21 12.00.00.000000000 上午",0,1656,0,10917,14650
9.7,0,89.7,1642,"22-6月 -21 12.00.00.000000000 上午",0,1325,0,9906,12873
7.3,0,82.7,1095,"25-6月 -21 12.00.00.000000000 上午",0,953,0,6958,9006
15.9,0,88.4,3366,"04-7月 -21 12.00.00.000000000 上午",0,2334,0,16497,22197
8.1,0,91.4,1249,"05-7月 -21 12.00.00.000000000 上午",0,1271,0,9517,12037
